RLD,RS,TE_code,active_ingredients,company,dosageform_route,drug_class,drug_name,marketing_status,review_priority,strength,use,rare,hereditary,medical_area,specific,gender,year
Yes,No,None,abemaciclib,ELI LILLY AND CO,TABLET;ORAL,Type 1 - New Molecular Entity,Verzenio,Prescription,PRIORITY,150MG,To treat certain advanced or metastatic breast cancers,no,no,cancer,breast,female,9/28/2017
Yes,Yes,None,abemaciclib,ELI LILLY AND CO,TABLET;ORAL,Type 1 - New Molecular Entity,Verzenio,Prescription,PRIORITY,200MG,To treat certain advanced or metastatic breast cancers,no,no,cancer,breast,female,9/28/2017
Yes,Yes,None,acalabrutinib,ASTRAZENECA,CAPSULE;ORAL,Type 1 - New Molecular Entity,Calquence,Prescription,PRIORITY; Orphan,100MG,To treat adults with mantle cell lymphoma,no,no,cancer,breast,female,9/28/2017
Yes,Yes,None,latanoprostene bunod ophthalmic solution,BAUSCH AND LOMB,SOLUTION/DROPS;OPHTHALMIC,Type 1 - New Molecular Entity,Vyzulta,Prescription,STANDARD,0.024%,To treat intraocular pressure in patients with open-angle glaucoma or ocular hypertension.,no,no,cancer,lymph node,male,10/31/2017
Yes,No,None,letermovir,MERCK SHARP DOHME,TABLET;ORAL,Type 1 - New Molecular Entity,Prevymis,Prescription,PRIORITY; Orphan,240MG,To prevent infection after bone marrow transplant,no,no,muscular,eye,male,11/2/2017
Yes,Yes,None,letermovir,MERCK SHARP DOHME,TABLET;ORAL,Type 1 - New Molecular Entity,Prevymis,Prescription,PRIORITY; Orphan,480MG,To prevent infection after bone marrow transplant,no,no,vector-borne diseases,infection,male,11/8/2017
TBD,No,None,benralizumab ,ASTRAZENECA AB,INJECTABLE;INJECTION,,Fasenra ,Prescription,N/A,30MG/ML,"For add-on maintenance treatment of patients with severe asthma aged 12 years and older, and with an eosinophilic phenotype",no,no,vector-borne diseases,infection,male,11/8/2017
No,No,None,,ULTRAGENYX PHARM INC,INJECTABLE;INJECTION,,Mepsevii,Prescription,N/A; Orphan,10MG/5ML,"To treat pediatric and adult patients with an inherited metabolic condition called mucopolysaccharidosis type VII (MPS VII), also known as Sly syndrome.",no,no,pulmonary,asthma,children and adults,11/14/2017
TBD,No,None,,GENENTECH INC,INJECTABLE;INJECTION,,Hemlibra,Prescription,N/A; Orphan,30MG/ML,To prevent or reduce the frequency of bleeding episodes in adult and pediatric patients with hemophilia A who have developed antibodies called Factor VIII (FVIII) inhibitors.,yes,yes,immune disease,enzyme,adults,11/15/2017
TBD,No,None,,GENENTECH INC,INJECTABLE;INJECTION,,Hemlibra,Prescription,N/A; Orphan,60MG/0.4ML,To prevent or reduce the frequency of bleeding episodes in adult and pediatric patients with hemophilia A who have developed antibodies called Factor VIII (FVIII) inhibitors.,no,no,cardiovascular,anemia,children and adults,11/16/2017
TBD,No,None,,GENENTECH INC,INJECTABLE;INJECTION,,Hemlibra,Prescription,N/A; Orphan,105MG/0.7ML,To prevent or reduce the frequency of bleeding episodes in adult and pediatric patients with hemophilia A who have developed antibodies called Factor VIII (FVIII) inhibitors.,no,no,cardiovascular,anemia,children and adults,11/16/2017
TBD,No,None,,GENENTECH INC,INJECTABLE;INJECTION,,Hemlibra,Prescription,N/A; Orphan,150MG,To prevent or reduce the frequency of bleeding episodes in adult and pediatric patients with hemophilia A who have developed antibodies called Factor VIII (FVIII) inhibitors.,no,no,cardiovascular,anemia,children and adults,11/16/2017
Yes,Yes,None,semaglutide,NOVO,SOLUTION;SUBCUTANEOUS,Type 1 - New Molecular Entity,Ozempic,Prescription,STANDARD,2MG/1.5ML (1.34MG/ML),To improve glycemic control in adults with type 2 diabetes mellitus,no,no,cardiovascular,anemia,children and adults,11/16/2017
Yes,Yes,None,semaglutide,NOVO,SOLUTION;SUBCUTANEOUS,Type 1 - New Molecular Entity,Ozempic,Prescription,STANDARD,4MG/3ML (1.34MG/ML),To improve glycemic control in adults with type 2 diabetes mellitus,no,no,endocrinology,type 2 diabetes,adults,12/5/2017
Yes,Yes,None,ozenoxacin,FERRER INTERNACIONAL,CREAM;TOPICAL,Type 1 - New Molecular Entity,Xepi,Prescription,STANDARD,1%,To treat impetigo,no,no,endocrinology,type 2 diabetes,adults,12/5/2017
Yes,Yes,None,netarsudil,AERIE PHARMS INC,SOLUTION/DROPS;OPHTHALMIC,Type 1 - New Molecular Entity,Rhopressa,Prescription,STANDARD,EQ 0.02% BASE,To treat glaucoma or ocular hypertension,no,no,vector-borne diseases,infection,"infant, children and adult",12/11/2017
Yes,No,None,ertugliflozin,MERCK SHARP DOHME,TABLET;ORAL,Type 1 - New Molecular Entity,Steglatro,Prescription,STANDARD,5MG,,no,no,muscular,eye,adults,12/18/2017
Yes,Yes,None,ertugliflozin,MERCK SHARP DOHME,TABLET;ORAL,Type 1 - New Molecular Entity,Steglatro,Prescription,STANDARD,15MG,,no,no,endocrinology,type 2 diabetes,adults,12/19/2017
Yes,Yes,None,macimorelin acetate,NOVO,FOR SOLUTION;ORAL,Type 1 - New Molecular Entity,Macrilen,Prescription,STANDARD; Orphan,EQ 60MG BASE/POUCH,,no,no,endocrinology,type 2 diabetes,adults,12/19/2017
Yes,Yes,None,angiotensin II,LA JOLLA PHARMA,SOLUTION;INTRAVENOUS,Type 1 - New Molecular Entity,Giapreza,Prescription,PRIORITY,EQ 2.5MG BASE/ML (EQ 2.5MG BASE/ML),To increase blood pressure in adults with septic or other distributive shock,no,no,endocrinology,endocrinology,adults,12/20/2017
Yes,No,None,angiotensin II,LA JOLLA PHARMA,SOLUTION;INTRAVENOUS,Type 1 - New Molecular Entity,Giapreza,Discontinued,PRIORITY,EQ 5MG BASE/2ML (EQ 2.5MG BASE/ML),To increase blood pressure in adults with septic or other distributive shock,no,no,cardiovascular,blood,adults,12/21/2017
Yes,No,None,brivaracetam,UCB INC,TABLET;ORAL,Type 1 - New Molecular Entity,Briviact,Prescription,STANDARD,10MG,To treat partial onset seizures in patients age 16 years and older with epilepsy.,no,no,cardiovascular,blood,adults,12/21/2017
Yes,No,None,brivaracetam,UCB INC,TABLET;ORAL,Type 1 - New Molecular Entity,Briviact,Prescription,STANDARD,25MG,To treat partial onset seizures in patients age 16 years and older with epilepsy.,no,no,nervous system,seizures,children and adults,2/18/2016
Yes,No,None,brivaracetam,UCB INC,TABLET;ORAL,Type 1 - New Molecular Entity,Briviact,Prescription,STANDARD,50MG,To treat partial onset seizures in patients age 16 years and older with epilepsy.,no,no,nervous system,seizures,children and adults,2/18/2016
Yes,No,None,brivaracetam,UCB INC,TABLET;ORAL,Type 1 - New Molecular Entity,Briviact,Prescription,STANDARD,75MG,To treat partial onset seizures in patients age 16 years and older with epilepsy.,no,no,nervous system,seizures,children and adults,2/18/2016
Yes,Yes,None,brivaracetam,UCB INC,TABLET;ORAL,Type 1 - New Molecular Entity,Briviact,Prescription,STANDARD,100MG,To treat partial onset seizures in patients age 16 years and older with epilepsy.,no,no,nervous system,seizures,children and adults,2/18/2016
No,No,None,obiltoxaximab,ELUSYS THERAPEUTICS INC,INJECTABLE;INJECTION,,Anthim,Prescription,N/A; Orphan,600MG/6ML,To treat inhalational anthrax in combination with appropriate antibacterial drugs.,no,no,nervous system,seizures,children and adults,2/18/2016
No,No,None,ixekizumab,ELI LILLY AND CO,INJECTABLE;INJECTION,,Taltz,Prescription,N/A,80MG/ML,To treat adults with moderate-to-severe plaque psoriasis. ,no,no,vector-borne diseases,infection,adults,3/18/2016
No,No,None,reslizumab,TEVA RESPIRATORY LLC,INJECTABLE;INJECTION,,Cinqair,Prescription,N/A,100MG/10ML,To treat severe asthma,no,no,immune disease,plaque psoriasis,adults,3/22/2016
Yes,Yes,None,defibrotide sodium,JAZZ PHARMS INC,SOLUTION;INTRAVENOUS,Type 1 - New Molecular Entity,Defitelio,Prescription,PRIORITY; Orphan,200MG/2.5ML (80MG/ML),To treat adults and children who develop ,no,no,pulmonary,asthma,adults,3/23/2016
Yes,No,None,venetoclax,ABBVIE INC,TABLET;ORAL,Type 1 - New Molecular Entity,Venclexta,Prescription,PRIORITY; Orphan,10MG,For chronic lymphocytic leukemia in patients with a specific chromosomal abnormality,no,no,hepatic,hepatic,adults,3/30/2016
Yes,No,None,venetoclax,ABBVIE INC,TABLET;ORAL,Type 1 - New Molecular Entity,Venclexta,Prescription,PRIORITY; Orphan,50MG,For chronic lymphocytic leukemia in patients with a specific chromosomal abnormality,no,no,cancer,blood,adults,4/11/2016
Yes,Yes,None,venetoclax,ABBVIE INC,TABLET;ORAL,Type 1 - New Molecular Entity,Venclexta,Prescription,PRIORITY; Orphan,100MG,For chronic lymphocytic leukemia in patients with a specific chromosomal abnormality,no,no,cancer,blood,adults,4/11/2016
Yes,No,None,pimavanserin,ACADIA PHARMS INC,TABLET;ORAL,Type 1 - New Molecular Entity,Nuplazid,Discontinued,PRIORITY,EQ 17MG BASE,To treat hallucinations and delusions associated with psychosis experienced by some people with Parkinson’s disease,no,no,cancer,blood,adults,4/11/2016
Yes,Yes,None,pimavanserin,ACADIA PHARMS INC,TABLET;ORAL,Type 1 - New Molecular Entity,Nuplazid,Prescription,PRIORITY,EQ 10MG BASE,To treat hallucinations and delusions associated with psychosis experienced by some people with Parkinson’s disease,no,no,muscular,Parkinson’s disease,adults,4/29/2016
No,No,None,atezolizumab,GENENTECH INC,INJECTABLE;INJECTION,,Tecentriq,Prescription,N/A,1200MG/20ML,"To treat urothelial carcinoma, the most common type of bladder cancer",no,no,muscular,Parkinson’s disease,adults,4/29/2016
TBD,No,None,daclizumab,BIOGEN,INJECTABLE;INJECTION,,Zinbryta,Prescription,N/A,150MG/ML,To treat multiple sclerosis,no,no,cancer,nephrology,adults,5/18/2016
Yes,No,None,obeticholic acid,INTERCEPT PHARMS INC,TABLET;ORAL,Type 1 - New Molecular Entity,Ocaliva,Prescription,PRIORITY; Orphan,5MG,"To treat rare, chronic liver disease",yes,no,immune disease,multiple sclerosis,adults,5/27/2016
Yes,Yes,None,obeticholic acid,INTERCEPT PHARMS INC,TABLET;ORAL,Type 1 - New Molecular Entity,Ocaliva,Prescription,PRIORITY; Orphan,10MG,"To treat rare, chronic liver disease",no,no,hepatic,liver,adults,5/27/2016
Yes,Yes,None,fluciclovine F 18,BLUE EARTH,SOLUTION;INTRAVENOUS,Type 1 - New Molecular Entity,Axumin,Prescription,PRIORITY,9-221mCi/ML,A  new diagnostic imaging agent to detect recurrent prostate cancer,no,no,hepatic,liver,adults,5/27/2016
Yes,Yes,None,gallium Ga 68 dotatate,AAA USA INC,POWDER;INTRAVENOUS,Type 1 - New Molecular Entity,NETSPOT,Prescription,PRIORITY; Orphan,2.1-5.5mCi/ML,A diagnostic imaging agent to detect rare neuroendocrine tumors,no,no,cancer,imaging,adults,5/27/2016
Yes,Yes,None,sofosbuvir and velpatasvir,GILEAD SCIENCES INC,TABLET;ORAL,Type 1 - New Molecular Entity and Type 4 - New Combination,Epclusa,Prescription,PRIORITY,400MG;100MG,To treat all six major forms of hepatitis C virus,no,no,cancer,imaging,adults,6/1/2016
Yes,No,None,sofosbuvir and velpatasvir,GILEAD SCIENCES INC,TABLET;ORAL,Type 1 - New Molecular Entity and Type 4 - New Combination,Epclusa,Prescription,PRIORITY,200MG;50MG,To treat all six major forms of hepatitis C virus,no,no,hepatitis C,liver,adults,6/28/2016
Yes,Yes,None,lifitegrast ophthalmic solution,NOVARTIS,SOLUTION/DROPS;OPHTHALMIC,Type 1 - New Molecular Entity,Xiidra,Prescription,PRIORITY,5%,To treat the signs and symptoms of dry eye disease,no,no,hepatitis C,liver,adults,6/28/2016
No,No,None,lixisenatide,SANOFI-AVENTIS US,SOLUTION;SUBCUTANEOUS,,Adlyxin,Prescription,N/A,0.15MG/3ML (0.05MG/ML),To improve glycemic control (blood sugar levels),no,no,muscular,eye,adults,7/11/2016
No,No,None,lixisenatide,SANOFI-AVENTIS US,SOLUTION;SUBCUTANEOUS,,Adlyxin,Prescription,N/A,0.3MG/3ML (0.1MG/ML),To improve glycemic control (blood sugar levels),no,no,endocrinology,type 2 diabetes,adults,7/27/2016
Yes,Yes,None,eteplirsen,SAREPTA THERAPS INC,SOLUTION;INTRAVENOUS,Type 1 - New Molecular Entity,Exondys 51,Prescription,PRIORITY; Orphan,100MG/2ML (50MG/ML),To treat patients with Duchenne muscular dystrophy,no,no,endocrinology,type 2 diabetes,adults,7/27/2016
Yes,Yes,None,eteplirsen,SAREPTA THERAPS INC,SOLUTION;INTRAVENOUS,Type 1 - New Molecular Entity,Exondys 51,Prescription,PRIORITY; Orphan,500MG/10ML (50MG/ML),To treat patients with Duchenne muscular dystrophy,no,no,muscular,Duchenne muscular dystrophy,male,9/19/2016
No,No,None,olaratumab,ELI LILLY AND CO,INJECTABLE; INJECTION,,Lartruvo,Prescription,N/A; Orphan,500MG/50ML,To treat adults with certain types of soft tissue sarcoma,no,no,muscular,Duchenne muscular dystrophy,male,9/19/2016
No,No,None,bezlotoxumab,MERCK SHARP DOHME,INJECTABLE;INJECTION,,Zinplava,Prescription,N/A,1000ML/40ML,To reduce the recurrence of Clostridium difficile infection in patients aged 18 years or older,no,no,cancer,skin,adults,10/19/2016
Yes,Yes,None,crisaborole,ANACOR PHARMS INC,OINTMENT;TOPICAL,Type 1 - New Molecular Entity,Eucrisa,Prescription,STANDARD,2%,To treat mild to moderate eczema (atopic dermatitis) in patients two years of age and older,no,no,vector-borne diseases,infection,adults,10/21/2016
Yes,No,None,rucaparib,CLOVIS ONCOLOGY INC,TABLET;ORAL,Type 1 - New Molecular Entity,Rubraca,Prescription,PRIORITY; Orphan,EQ 200MG BASE,"
			",no,no,skin,infection,children and adults,12/14/2016
Yes,Yes,None,rucaparib,CLOVIS ONCOLOGY INC,TABLET;ORAL,Type 1 - New Molecular Entity,Rubraca,Prescription,PRIORITY; Orphan,EQ 300MG BASE,"
			",no,no,cancer,ovary,female,12/19/2016
Yes,No,None,rucaparib,CLOVIS ONCOLOGY INC,TABLET;ORAL,Type 1 - New Molecular Entity,Rubraca,Prescription,PRIORITY; Orphan,EQ 250MG BASE,"
			",no,no,cancer,ovary,female,12/19/2016
Yes,Yes,None,nusinersen,BIOGEN IDEC,SOLUTION;INTRATHECAL,Type 1 - New Molecular Entity,Spinraza,Prescription,PRIORITY; Orphan,EQ 12MG BASE/5ML (EQ 2.4MG BASE/ML),To treat children and adults with spinal muscular atrophy (SMA),no,no,neurology,neurology,adults,12/19/2016
TBD,No,,secukinumab,NOVARTIS PHARMS CORP,INJECTABLE;INJECTION,,Cosentyx,Prescription,N/A,150MG/ML,To treat adults with moderate-to-severe plaque psoriasis,no,yes,immune disease,plaque psoriasis,children and adults,12/23/2016
TBD,No,,parathyroid horomone,NPS PHARMS INC,INJECTABLE;INJECTION,,Natpara,Prescription,N/A; Orphan,25MCG,To control hypocalcemia (low blood calcium levels) in patients with hypoparathyroidism,no,no,endocrinology,calcium,adults,1/21/2015
TBD,No,,parathyroid horomone,NPS PHARMS INC,INJECTABLE;INJECTION,,Natpara,Prescription,N/A; Orphan,50MCG,To control hypocalcemia (low blood calcium levels) in patients with hypoparathyroidism,no,no,endocrinology,calcium,adults,1/23/2015
TBD,No,,parathyroid horomone,NPS PHARMS INC,INJECTABLE;INJECTION,,Natpara,Prescription,N/A; Orphan,75MCG,To control hypocalcemia (low blood calcium levels) in patients with hypoparathyroidism,no,no,endocrinology,calcium,adults,1/23/2015
TBD,No,,parathyroid horomone,NPS PHARMS INC,INJECTABLE;INJECTION,,Natpara,Prescription,N/A; Orphan,100MCG,To control hypocalcemia (low blood calcium levels) in patients with hypoparathyroidism,no,no,endocrinology,calcium,adults,1/23/2015
Yes,No,None,palbociclib,PFIZER,CAPSULE;ORAL,Type 1 - New Molecular Entity,Ibrance,Prescription,PRIORITY,75MG,To treat advanced (metastatic) breast cancer,no,no,cancer,breast,female,1/23/2015
Yes,No,None,palbociclib,PFIZER,CAPSULE;ORAL,Type 1 - New Molecular Entity,Ibrance,Prescription,PRIORITY,100MG,To treat advanced (metastatic) breast cancer,no,no,cancer,breast,female,2/3/2015
Yes,Yes,None,palbociclib,PFIZER,CAPSULE;ORAL,Type 1 - New Molecular Entity,Ibrance,Prescription,PRIORITY,125MG,To treat advanced (metastatic) breast cancer,no,no,cancer,breast,female,2/3/2015
Yes,No,None,lenvatinib,EISAI INC,CAPSULE;ORAL,Type 1 - New Molecular Entity,Lenvima,Prescription,PRIORITY; Orphan,EQ 4MG BASE,"To treat patients with progressive, differentiated thyroid cancer (DTC) whose disease progressed despite receiving radioactive iodine therapy (radioactive iodine refractory disease).",no,no,cancer,thyroid,adults,2/3/2015
Yes,Yes,None,lenvatinib,EISAI INC,CAPSULE;ORAL,Type 1 - New Molecular Entity,Lenvima,Prescription,PRIORITY; Orphan,EQ 10MG BASE,"To treat patients with progressive, differentiated thyroid cancer (DTC) whose disease progressed despite receiving radioactive iodine therapy (radioactive iodine refractory disease).",no,no,cancer,thyroid,adults,2/13/2015
Yes,No,None,panobinostat,SECURA,CAPSULE;ORAL,Type 1 - New Molecular Entity,Farydak,Prescription,PRIORITY; Orphan,EQ 10MG BASE,To treat patients with multiple myeloma,no,no,cancer,blood,adults,2/13/2015
Yes,No,None,panobinostat,SECURA,CAPSULE;ORAL,Type 1 - New Molecular Entity,Farydak,Prescription,PRIORITY; Orphan,EQ 15MG BASE,To treat patients with multiple myeloma,no,no,cancer,blood,adults,2/23/2015
Yes,Yes,None,panobinostat,SECURA,CAPSULE;ORAL,Type 1 - New Molecular Entity,Farydak,Prescription,PRIORITY; Orphan,EQ 20MG BASE,To treat patients with multiple myeloma,no,no,cancer,blood,adults,2/23/2015
Yes,Yes,None,ceftazidime-avibactam,ALLERGAN,POWDER;INTRAVENOUS,Type 1 - New Molecular Entity and Type 4 - New Combination,Avycaz,Prescription,PRIORITY,EQ 0.5GM BASE;2GM/VIAL,"To treat adults with complicated intra-abdominal infections (cIAI), in combination with metronidazole, and complicated urinary tract infections (cUTI), including kidney infections (pyelonephritis), who have limited or no alternative treatment options.",no,no,nephrology,UTI,adults,2/23/2015
Yes,Yes,None,isavuconazonium sulfate,ASTELLAS,POWDER;INTRAVENOUS,Type 3 - New Dosage Form,capsule,Prescription,PRIORITY; Orphan,372MG,"To treat adults with invasive aspergillosis and invasive mucormycosis, rare but serious infections",no,no,vector-borne diseases,infection,adults,2/25/2015
Yes,Yes,None,isavuconazonium sulfate,ASTELLAS,CAPSULE;ORAL,Type 1 - New Molecular Entity,capsule,Prescription,PRIORITY; Orphan,186MG,"To treat adults with invasive aspergillosis and invasive mucormycosis, rare but serious infections",yes,no,vector-borne diseases,infection,adults,3/6/2015
No,No,None,dinutuximab,UNITED THERAP,INJECTABLE;INTRAVENOUS,,Unituxin,Prescription,N/A; Orphan,17.5MG/5ML,To treat pediatric patients with high-risk neuroblastoma,yes,no,cancer,nervous system,children,3/6/2015
Yes,No,None,cholic acid,TRAVERE,CAPSULE;ORAL,Type 1 - New Molecular Entity,Cholbam,Prescription,PRIORITY; Orphan,50MG,"To treat pediatric and adult patients with bile acid synthesis disorders due to single enzyme defects, and for patients with peroxisomal disorders",no,no,digestive,digestive,adults,3/10/2015
Yes,Yes,None,cholic acid,TRAVERE,CAPSULE;ORAL,Type 1 - New Molecular Entity,Cholbam,Prescription,PRIORITY; Orphan,250MG,"To treat pediatric and adult patients with bile acid synthesis disorders due to single enzyme defects, and for patients with peroxisomal disorders",no,no,digestive,digestive,adults,3/17/2015
Yes,No,None,ivabradine,AMGEN INC,TABLET;ORAL,Type 1 - New Molecular Entity,Corlanor,Prescription,PRIORITY,EQ 5MG BASE,To reduce hospitalization from worsening heart failure.,no,no,cardiovascular,cardiovascular,adults,3/17/2015
Yes,Yes,None,ivabradine,AMGEN INC,TABLET;ORAL,Type 1 - New Molecular Entity,Corlanor,Prescription,PRIORITY,EQ 7.5MG BASE,To reduce hospitalization from worsening heart failure.,no,no,cardiovascular,cardiovascular,adults,4/15/2015
Yes,Yes,None,deoxycholic acid,KYTHERA BIOPHARMS,SOLUTION;SUBCUTANEOUS,Type 1 - New Molecular Entity,Kybella,Prescription,STANDARD,20MG/2ML (10MG/ML),"To treat adults with moderate-to-severe fat below the chin, known as submental fat",no,no,cosmetic,chin-fat,adults,4/15/2015
Yes,No,None,eluxadoline,ALLERGAN HOLDINGS,TABLET;ORAL,Type 1 - New Molecular Entity,Viberzi,Prescription,PRIORITY,75MG,To treat irritable bowel syndrome with diarrhea (IBS-D) in adult men and women.,no,no,digestive,diarrhea,adults,4/29/2015
Yes,Yes,None,eluxadoline,ALLERGAN HOLDINGS,TABLET;ORAL,Type 1 - New Molecular Entity,Viberzi,Prescription,PRIORITY,100MG,To treat irritable bowel syndrome with diarrhea (IBS-D) in adult men and women.,no,no,digestive,diarrhea,adults,5/27/2015
Yes,Yes,None,"
			",CHIESI,POWDER;INTRAVENOUS,Type 1 - New Molecular Entity,Kengreal,Prescription,STANDARD,50MG/VIAL,To prevent the formation of harmful blood clots in the coronary arteries for adult patients undergoing percutaneous coronary intervention,no,no,cardiovascular,blood,adults,5/27/2015
Yes,Yes,None,lumacaftor 200 mg/ivacaftor 125 mg,VERTEX PHARMS INC,TABLET;ORAL,Type 1 - New Molecular Entity,Orkambi,Prescription,PRIORITY; Orphan,125MG;200MG,To treat cystic fibrosis,no,no,immune disease,cystic fibrosis,adults,6/22/2015
Yes,No,None,lumacaftor 200 mg/ivacaftor 125 mg,VERTEX PHARMS INC,TABLET;ORAL,Type 1 - New Molecular Entity,Orkambi,Prescription,PRIORITY; Orphan,125MG;100MG,To treat cystic fibrosis,no,no,immune disease,cystic fibrosis,adults,7/2/2015
Yes,No,None,sacubitril/valsartan,NOVARTIS PHARMS CORP,TABLET;ORAL,Type 1 - New Molecular Entity,Entresto,Prescription,PRIORITY,24MG;26MG,To treat heart failure,no,no,cardiovascular,heart,adults,7/2/2015
Yes,No,None,sacubitril/valsartan,NOVARTIS PHARMS CORP,TABLET;ORAL,Type 1 - New Molecular Entity,Entresto,Prescription,PRIORITY,49MG;51MG,To treat heart failure,no,no,cardiovascular,heart,adults,7/7/2015
Yes,Yes,None,sacubitril/valsartan,NOVARTIS PHARMS CORP,TABLET;ORAL,Type 1 - New Molecular Entity,Entresto,Prescription,PRIORITY,97MG;103MG,To treat heart failure,no,no,cardiovascular,heart,adults,7/7/2015
Yes,No,None,brexpiprazole,OTSUKA,TABLET;ORAL,Type 1 - New Molecular Entity,Rexulti,Prescription,STANDARD,0.25MG,To treat schizophrenia and as an add on to an antidepressant to treat major depressive disorder,no,no,mental health,mental health,adults,7/7/2015
Yes,No,None,brexpiprazole,OTSUKA,TABLET;ORAL,Type 1 - New Molecular Entity,Rexulti,Prescription,STANDARD,0.5MG,To treat schizophrenia and as an add on to an antidepressant to treat major depressive disorder,no,no,mental health,mental health,adults,7/10/2015
Yes,No,None,brexpiprazole,OTSUKA,TABLET;ORAL,Type 1 - New Molecular Entity,Rexulti,Prescription,STANDARD,1MG,To treat schizophrenia and as an add on to an antidepressant to treat major depressive disorder,no,no,mental health,mental health,adults,7/10/2015
Yes,Yes,None,brexpiprazole,OTSUKA,TABLET;ORAL,Type 1 - New Molecular Entity,Rexulti,Prescription,STANDARD,2MG,To treat schizophrenia and as an add on to an antidepressant to treat major depressive disorder,no,no,mental health,mental health,adults,7/10/2015
Yes,No,None,brexpiprazole,OTSUKA,TABLET;ORAL,Type 1 - New Molecular Entity,Rexulti,Prescription,STANDARD,3MG,To treat schizophrenia and as an add on to an antidepressant to treat major depressive disorder,no,no,mental health,mental health,adults,7/10/2015
Yes,No,None,brexpiprazole,OTSUKA,TABLET;ORAL,Type 1 - New Molecular Entity,Rexulti,Prescription,STANDARD,4MG,To treat schizophrenia and as an add on to an antidepressant to treat major depressive disorder,no,no,mental health,mental health,adults,7/10/2015
TBD,No,None,alirocumab,SANOFI AVENTIS,INJECTABLE;INJECTION,,Praluent,Prescription,N/A,75MG,"
			",no,no,cardiovascular,cholesterol,adults,7/10/2015
TBD,No,None,alirocumab,SANOFI AVENTIS,INJECTABLE;INJECTION,,Praluent,Prescription,N/A,150MG,"
			",no,no,cardiovascular,cholesterol,adults,7/24/2015
Yes,Yes,None,sonidegib,SUN PHARMA GLOBAL,CAPSULE;ORAL,Type 1 - New Molecular Entity,Odomzo,Prescription,STANDARD,EQ 200MG BASE,"To treat patients with locally advanced basal cell carcinoma that has recurred following surgery or radiation therapy, or who are not candidates for surgery or radiation therapy.",no,no,cardiovascular,cholesterol,adults,7/24/2015
Yes,Yes,None,rolapitant,TERSERA,TABLET;ORAL,Type 1 - New Molecular Entity,Varubi,Prescription,STANDARD,EQ 90MG BASE,To prevent delayed phase chemotherapy-induced nausea and vomiting (emesis),no,no,cancer,nausea,adults,7/24/2015
Yes,Yes,None,uridine triacetate,WELLSTAT THERAP,GRANULE;ORAL,Type 1 - New Molecular Entity,Xuriden,Prescription,PRIORITY; Orphan,2GM/PACKET,To treat patients with hereditary orotic aciduria,no,no,nephrology,nephrology,adults,9/1/2015
Yes,No,None,cariprazine,ALLERGAN,CAPSULE;ORAL,Type 1 - New Molecular Entity,Vraylar,Prescription,STANDARD,EQ 1.5MG BASE,To treat schizophrenia and bipolar disorder in adults,yes,yes,mental health,schizophrenia,adults,9/4/2015
Yes,No,None,cariprazine,ALLERGAN,CAPSULE;ORAL,Type 1 - New Molecular Entity,Vraylar,Prescription,STANDARD,EQ 3MG BASE,To treat schizophrenia and bipolar disorder in adults,no,no,mental health,schizophrenia,adults,9/17/2015
Yes,No,None,cariprazine,ALLERGAN,CAPSULE;ORAL,Type 1 - New Molecular Entity,Vraylar,Prescription,STANDARD,EQ 4.5MG BASE,To treat schizophrenia and bipolar disorder in adults,no,no,mental health,schizophrenia,adults,9/17/2015
Yes,Yes,None,cariprazine,ALLERGAN,CAPSULE;ORAL,Type 1 - New Molecular Entity,Vraylar,Prescription,STANDARD,EQ 6MG BASE,To treat schizophrenia and bipolar disorder in adults,no,no,mental health,schizophrenia,adults,9/17/2015
Yes,No,None,trifluridine and tipiracil,TAIHO ONCOLOGY,TABLET;ORAL,Type 1 - New Molecular Entity,Lonsurf,Prescription,STANDARD,EQ 6.14MG BASE;15MG,To treat patients with an advanced form of colorectal cancer who are no longer responding to other therapies,no,no,cancer,colorectal,adults,9/17/2015
Yes,Yes,None,trifluridine and tipiracil,TAIHO ONCOLOGY,TABLET;ORAL,Type 1 - New Molecular Entity,Lonsurf,Prescription,STANDARD,EQ 8.19MG BASE;20MG,To treat patients with an advanced form of colorectal cancer who are no longer responding to other therapies,no,no,cancer,colorectal,adults,9/22/2015
No,No,None,insulin degludec injection,NOVO,SOLUTION;SUBCUTANEOUS,,Tresiba,Prescription,N/A,300 UNITS/3ML (100 UNITS/ML),To improve blood sugar (glucose) control in adults with diabetes mellitus,no,no,endocrinology,type 2 diabetes,adults,9/22/2015
No,No,None,insulin degludec injection,NOVO,SOLUTION;SUBCUTANEOUS,,Tresiba,Prescription,N/A,600 UNITS/3ML (200 UNITS/ML),To improve blood sugar (glucose) control in adults with diabetes mellitus,no,no,endocrinology,type 2 diabetes,adults,9/25/2015
No,No,None,insulin degludec injection,NOVO,SOLUTION;SUBCUTANEOUS,,Tresiba,Prescription,N/A,1000 UNITS/10ML (100 UNITS/ML),To improve blood sugar (glucose) control in adults with diabetes mellitus,no,no,endocrinology,type 2 diabetes,adults,9/25/2015
Yes,No,None,aripiprazole lauroxil,ALKERMES INC,"SUSPENSION, EXTENDED RELEASE;INTRAMUSCULAR",Type 1 - New Molecular Entity,Aristada,Prescription,STANDARD,441MG/1.6ML (275.63MG/ML),To treat adults with schizophrenia,no,no,mental health,schizophrenia,adults,9/25/2015
